,work_importance,religion_importance,overall_hapineess,overal_satisfaction_work,free_to_choose,life_satisfaction,pay_important_job,people _important_job,no_pressure_important_job,security_important_job,promotion_important_job,hours_important_job,usefulness_important_job,holidays_important_job,achieving_important_job,responsible_important_job,interesting_important_job,sex,age,marital_status,highest_educ_lvl,employment_status,numb_employees_organisation,job_type,duration_unemployment,country
3154,quite important,not at all important,quite happy,9,6,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,32.0,never married,"2nd, interm general qualification",30h a week or more,2-9,skilled manual worker,,Germany
3155,quite important,not at all important,quite happy,10,9,8,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,male,55.0,separated,higher educ- upper-level 3d certificate,30h a week or more,250-499,middle level non-manual -office worker etc,,Germany
3156,not important,not at all important,quite happy,5,7,7,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,female,53.0,divorced,compl compulsory education,less then 30h a week,,junior level non-manual -office worker etc,,Germany
3157,not important,not at all important,quite happy,0,10,6,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,male,68.0,married,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3158,quite important,not at all important,not very happy,0,10,7,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,43.0,divorced,"2nd, interm general qualification",unemployed,,,+ two years,Germany
3159,very important,not at all important,quite happy,8,8,7,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,mentioned,female,56.0,married,compl compulsory education,30h a week or more,100-249,junior level non-manual -office worker etc,,Germany
3160,quite important,not at all important,quite happy,7,5,5,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,female,35.0,married,"2nd, interm general qualification",30h a week or more,1,junior level non-manual -office worker etc,,Germany
3161,quite important,quite important,,0,10,7,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,62.0,never married,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3162,very important,not important,not very happy,6,7,3,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,60.0,married,compl compulsory education,30h a week or more,1,employer/manager of establ with less than 10 employees,,Germany
3163,quite important,not important,not very happy,0,8,8,mentioned,mentioned,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,62.0,widowed,compl compulsory education,retired/pensioned,,middle level non-manual -office worker etc,,Germany
3164,very important,not at all important,,8,9,8,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,76.0,widowed,compl compulsory education,self employed,,employer/manager of establ with less than 10 employees,,Germany
3165,very important,not at all important,quite happy,8,5,7,mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,male,59.0,married,"2nd, interm general qualification",self employed,,employer/manager of establ with less than 10 employees,,Germany
3166,very important,quite important,quite happy,0,9,8,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,female,73.0,widowed,full 2nd maturity level certificate,retired/pensioned,,employer/manager of establ with less than 10 employees,,Germany
3167,very important,not at all important,quite happy,8,9,9,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,male,19.0,never married,"2nd, interm general qualification",30h a week or more,,,,Germany
3168,very important,not at all important,quite happy,8,8,8,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,57.0,married,compl compulsory education,30h a week or more,2-9,junior level non-manual -office worker etc,,Germany
3169,not important,not important,,0,0,7,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,74.0,married,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
3170,not at all important,quite important,not very happy,0,7,7,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,73.0,widowed,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3171,quite important,not important,not very happy,0,8,6,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,47.0,separated,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3172,very important,not at all important,quite happy,5,6,7,mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,34.0,married,higher educ- upper-level 3d certificate,30h a week or more,250-499,junior level non-manual -office worker etc,,Germany
3173,quite important,not important,quite happy,0,7,6,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,48.0,never married,"2nd, interm general qualification",unemployed,,,one year,Germany
3174,not important,not at all important,quite happy,0,8,8,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,60.0,married,compl compulsory education,retired/pensioned,,junior level non-manual -office worker etc,,Germany
3175,,not at all important,quite happy,0,8,8,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,female,73.0,widowed,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3176,not important,quite important,quite happy,0,9,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,90.0,widowed,compl compulsory education,retired/pensioned,,employer/manager of establ with less than 10 employees,,Germany
3177,quite important,quite important,very happy,0,10,10,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,72.0,married,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3178,quite important,not at all important,quite happy,0,6,6,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,62.0,married,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3179,not at all important,not at all important,quite happy,0,10,9,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,70.0,married,compl compulsory education,retired/pensioned,,skilled manual worker,,Germany
3180,quite important,not at all important,quite happy,0,10,5,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,29.0,married,"2nd, interm general qualification",unemployed,,,two years,Germany
3181,quite important,not at all important,not very happy,0,8,7,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,59.0,divorced,compl compulsory education,unemployed,,,half a year -one year,Germany
3182,very important,not at all important,very happy,7,7,7,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,male,37.0,married,"2nd, interm general qualification",30h a week or more,25-49,junior level non-manual -office worker etc,,Germany
3183,very important,not at all important,quite happy,10,7,4,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,45.0,married,"2nd, interm general qualification",30h a week or more,,skilled manual worker,,Germany
3184,quite important,not at all important,quite happy,2,9,8,mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,18.0,never married,compl compulsory education,30h a week or more,2500 and more,,,Germany
3185,quite important,not important,quite happy,1,9,8,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,male,18.0,never married,compl compulsory education,30h a week or more,2500 and more,semi-skilled manual worker,,Germany
3186,very important,not at all important,quite happy,0,2,6,mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,female,33.0,divorced,"2nd, interm general qualification",other,,,,Germany
3187,very important,not important,quite happy,0,9,8,not mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,not mentioned,female,24.0,never married,full 2nd maturity level certificate,student,,,,Germany
3188,very important,not important,quite happy,0,5,5,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,not mentioned,female,60.0,married,higher educ- upper-level 3d certificate,retired/pensioned,,junior level non-manual -office worker etc,,Germany
3189,very important,very important,quite happy,0,8,9,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,male,27.0,never married,full 2nd maturity level certificate,student,,,,Germany
3190,very important,not important,quite happy,0,6,8,mentioned,mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,female,78.0,married,compl compulsory education,retired/pensioned,,semi-skilled manual worker,,Germany
3191,very important,quite important,quite happy,0,7,7,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,mentioned,mentioned,male,87.0,widowed,full 2nd maturity level certificate,retired/pensioned,,middle level non-manual -office worker etc,,Germany
3192,very important,not at all important,quite happy,10,7,8,not mentioned,not mentioned,not mentioned,mentioned,mentioned,not mentioned,not mentioned,not mentioned,mentioned,not mentioned,mentioned,male,28.0,never married,"2nd, interm general qualification",30h a week or more,,skilled manual worker,,Germany
3193,quite important,not at all important,quite happy,8,7,8,not mentioned,mentioned,not mentioned,mentioned,not mentioned,mentioned,not mentioned,not mentioned,mentioned,mentioned,mentioned,female,25.0,never married,higher educ- upper-level 3d certificate,30h a week or more,50-99,junior level non-manual -office worker etc,,Germany
